"FORMULARIO","CODIGO_ACCIDENTE","FECHA_OCURRENCIA_ACC","HORA_OCURRENCIA_ACC","ANO_OCURRENCIA_ACC","MES_OCURRENCIA_ACC","DIA_OCURRENCIA_ACC","DIRECCION","GRAVEDAD","CLASE_ACC","LOCALIDAD","MUNICIPIO","FECHA_HORA_ACC","LATITUD","LONGITUD"
"A001059930","10502702","2019/11/13","18:10:00","2019","NOVIEMBRE","MIERCOLES","CL 3-KR 50","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2019/11/13 18:10:00+00","4.61548957","-74.11483562"
"A001237023","10531122","2021/01/13","17:11:00","2021","ENERO","MIERCOLES","KR 68-CL 3 S","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2021/01/13 17:10:59+00","4.61964991","-74.12566713"
"A001182664","10521981","2020/10/01","23:20:00","2020","OCTUBRE","JUEVES","CL 6-KR 68","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2020/10/01 23:19:59+00","4.62917094","-74.1224637"
"A001343619","10550765","2021/09/29","6:20:00","2021","SEPTIEMBRE","MIERCOLES","AV AVENIDA CIUDAD DE CALI-CL 23 ","CON HERIDOS","CHOQUE","FONTIBON","BOGOTA DC","2021/09/29 06:20:00+00","4.66895799","-74.12763223"
"A001133654","10512503","2020/02/28","20:25:00","2020","FEBRERO","VIERNES","CL 50B-TR 44 ","SOLO DANOS","CHOQUE","TUNJUELITO","BOGOTA DC","2020/02/28 20:25:00+00","4.58975721","-74.13832445"
"A000763907","4512764","2018/03/25","17:30:00","2018","MARZO","DOMINGO","AK 68-CL 17","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2018/03/25 17:29:59+00","4.64116731","-74.114266"
"A001390206","10560540","2022/01/12","10:28:00","2022","ENERO","MIERCOLES","DG 98 C -KR 5 B E","CON HERIDOS","CHOQUE","CHAPINERO","BOGOTA DC","2022/01/12 10:28:00+00","4.67203328","-74.02033939"
"A000341016","4436772","2016/02/14","11:40:00","2016","FEBRERO","DOMINGO","AK 39-CL 17A","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2016/02/14 11:39:59+00","4.62245374","-74.09582505"
"A000603208","4479101","2017/04/19","0:30:00","2017","ABRIL","MIERCOLES","KR 14-CL 19","SOLO DANOS","CHOQUE","SANTA FE","BOGOTA DC","2017/04/19 00:30:00+00","4.60875184","-74.07610906"
"A001130920","10508169","2020/01/13","20:14:00","2020","ENERO","LUNES","KR 31-CL 69J ","SOLO DANOS","VOLCAMIENTO","CIUDAD BOLIVAR","BOGOTA DC","2020/01/13 20:13:59+00","4.56636669","-74.15650511"
"A001057124","10504459","2019/12/04","21:00:00","2019","DICIEMBRE","MIERCOLES","AV AVENIDA CIUDAD DE VILLAVICENCIO-KR 19","CON HERIDOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2019/12/04 21:00:00+00","4.5667741","-74.14192234"
"A000648803","4492475","2017/09/03","12:00:00","2017","SEPTIEMBRE","DOMINGO","KR 7ABIS-CL 30A S","SOLO DANOS","CHOQUE","SAN CRISTOBAL","BOGOTA DC","2017/09/03 12:00:00+00","4.5598","-74.0878"
"A22016","4467254","2016/12/13","7:00:00","2016","DICIEMBRE","MARTES","AV AVENIDA JORGE ELICER GAITAN-KR 81","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2016/12/13 06:59:59+00","4.67325277","-74.11640294"
"A000345650","4441897","2016/04/11","8:25:00","2016","ABRIL","LUNES","CL 42-KR 8","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2016/04/11 08:25:00+00","4.62960306","-74.06574264"
"A000340540","4436169","2016/02/08","7:50:00","2016","FEBRERO","LUNES","KR 76-CL 146A","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2016/02/08 07:50:00+00","4.73716064","-74.0742898"
"A000694861","4503996","2017/12/20","11:40:00","2017","DICIEMBRE","MIERCOLES","KR 7-CL 10","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2017/12/20 11:39:59+00","4.68848957","-74.03494633"
"A16623","4455408","2016/08/25","23:00:00","2016","AGOSTO","JUEVES","KR 24-CL 40 S","CON HERIDOS","CHOQUE","RAFAEL URIBE URIBE","BOGOTA DC","2016/08/25 23:00:00+00","4.58074284","-74.12118632"
"A001304581","10544930","2021/07/17","7:00:00","2021","JULIO","SABADO","KR 72 -CL 170 ","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2021/07/17 06:59:59+00","4.76125668","-74.06541137"
"A001386253","10557907","2021/12/06","7:30:00","2021","DICIEMBRE","LUNES","KR 50 -CL 5 ","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2021/12/06 07:30:00+00","4.61984901","-74.11203626"
"A000762827","4512060","2018/03/16","10:40:00","2018","MARZO","VIERNES","CL 24-KR 69","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2018/03/16 10:40:00+00","4.65616873","-74.11257615"
"A000868831","10464376","2018/10/20","11:30:00","2018","OCTUBRE","SABADO","CL 73-KR 90","CON HERIDOS","CHOQUE","ENGATIVA","BOGOTA DC","2018/10/20 11:29:59+00","4.69952298","-74.10828054"
"A000599906","4476497","2017/03/21","14:25:00","2017","MARZO","MARTES","AK 45-CL 137","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2017/03/21 14:25:00+00","4.7233","-74.0506"
"A18045","4464821","2016/11/19","16:50:00","2016","NOVIEMBRE","SABADO","KR 92-CL 87","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2016/11/19 16:50:00+00","4.7112498","-74.10021553"
"A000812540","4516023","2018/04/24","23:03:00","2018","ABRIL","MARTES","CL 100-KR 11","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2018/04/24 23:03:00+00","4.6828","-74.0432"
"A000693901","4503661","2017/12/21","15:15:00","2017","DICIEMBRE","JUEVES","DG 76-KR 50","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2017/12/21 15:14:59+00","4.67176067","-74.07081655"
"A000199596","4411496","2015/04/28","14:50:00","2015","ABRIL","MARTES","CL 71B-KR 83","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2015/04/28 14:50:00+00","4.69388385","-74.10449261"
"A001520088","10586755","2023/01/27","7:45:00","2023","ENERO","VIERNES","KR 9-CL 153","CON HERIDOS","CHOQUE","USAQUEN","BOGOTA DC","2023/01/27 07:44:59+00","4.73124631","-74.03226977"
"A001344883","10553583","2021/10/25","20:30:00","2021","OCTUBRE","LUNES","KR 116 -CL 17 C ","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2021/10/25 20:29:59+00","4.68397427","-74.15437388"
"A001348629","10556662","2021/11/25","15:10:00","2021","NOVIEMBRE","JUEVES","CL 19 -KR 39 ","CON HERIDOS","ATROPELLO","PUENTE ARANDA","BOGOTA DC","2021/11/25 15:10:00+00","4.61934259","-74.10108184"
"A000340693","4436750","2016/02/12","18:10:00","2016","FEBRERO","VIERNES","KR 7-CL 120A","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2016/02/12 18:10:00+00","4.69728642","-74.03100545"
"A000907537","10472875","2019/01/15","18:30:00","2019","ENERO","MARTES","CL 6-KR 8","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2019/01/15 18:30:00+00","4.6410403","-74.1564412"
"A000407234","4452080","2016/07/22","5:45:00","2016","JULIO","VIERNES","DG 16-KR 96G","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2016/07/22 05:45:00+00","4.66631743","-74.14707481"
"A000238961","4424116","2015/09/19","13:30:00","2015","SEPTIEMBRE","SABADO","AC 5C-KR 31C","CON HERIDOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2015/09/19 13:30:00+00","4.60772322","-74.10085692"
"A001132057","10513495","2020/03/10","7:35:00","2020","MARZO","MARTES","KR 50-CL 24BI","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2020/03/10 07:34:59+00","4.63853338","-74.09639775"
"A001232622","10526513","2020/11/10","15:30:00","2020","NOVIEMBRE","MARTES","CL 79-KR 70A","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2020/11/10 15:30:00+00","4.69142464","-74.08700301"
"A001304170","10544692","2021/07/16","9:40:00","2021","JULIO","VIERNES","DG 47 -TV 76 ","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2021/07/16 09:40:00+00","4.67073819","-74.11305571"
"A000757402","4506583","2018/01/28","0:15:00","2018","ENERO","DOMINGO","CL 11-KR 10 S","CON HERIDOS","CHOQUE","ANTONIO NARINO","BOGOTA DC","2018/01/28 00:14:59+00","4.58242964","-74.09040138"
"A000902487","10466420","2018/11/11","20:01:00","2018","NOVIEMBRE","DOMINGO","KR 4-CL 36F ES","CON HERIDOS","ATROPELLO","SAN CRISTOBAL","BOGOTA DC","2018/11/11 20:00:59+00","4.5566578","-74.09071302"
"A001451879","10576513","2022/07/18","14:24:00","2022","JULIO","LUNES","CL 38  S- KR 89 ","CON HERIDOS","CHOQUE","KENNEDY","BOGOTA DC","2022/07/18 14:24:00+00","4.64","-74.167"
"A000902196","10466412","2018/11/10","17:35:00","2018","NOVIEMBRE","SABADO","AV AVENIDA CIUDAD DE VILLAVICENCIO-AV AVENIDA JORGE GAITAN CORTE","CON HERIDOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2018/11/10 17:35:00+00","4.58056514","-74.15736784"
"A001135391","10515067","2020/04/23","11:45:00","2020","ABRIL","JUEVES","CL 22-KR 18B S","SOLO DANOS","ATROPELLO","RAFAEL URIBE URIBE","BOGOTA DC","2020/04/23 11:45:00+00","4.58288162","-74.10379204"
"A000552569","4469726","2017/01/11","10:40:00","2017","ENERO","MIERCOLES","CL 80-KR 68C","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2017/01/11 10:40:00+00","4.68544926","-74.08005757"
"A001237812","10536317","2021/03/21","6:30:00","2021","MARZO","DOMINGO","CL 68 S- KR 45","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2021/03/21 06:30:00+00","4.57494638","-74.15478133"
"A000963772","10475843","2019/02/14","12:10:00","2019","FEBRERO","JUEVES","KR 19C-CL 52 ","SOLO DANOS","CHOQUE","TUNJUELITO","BOGOTA DC","2019/02/14 12:10:00+00","4.56989019","-74.13103757"
"A000694996","4504080","2017/12/24","17:10:00","2017","DICIEMBRE","DOMINGO","AV AVENIDA CARACAS-CL 84 S","SOLO DANOS","CHOQUE","USME","BOGOTA DC","2017/12/24 17:10:00+00","4.5066","-74.1141"
"A000903328","10468433","2018/11/29","18:00:00","2018","NOVIEMBRE","JUEVES","KR 9-CL 12","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2018/11/29 18:00:00+00","4.70345834","-74.03297973"
"A000602241","4478163","2017/04/05","12:50:00","2017","ABRIL","MIERCOLES","AV AVENIDA DE LAS AMERICAS-KR 73C","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2017/04/05 12:49:59+00","4.63126895","-74.14269156"
"A001233896","10527916","2020/11/28","18:00:00","2020","NOVIEMBRE","SABADO","KR 129-CL 22D","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2020/11/28 18:00:00+00","4.69617535","-74.1569413"
"A000601051","4477487","2017/04/01","13:20:00","2017","ABRIL","SABADO","AC 100-KR 54","CON HERIDOS","ATROPELLO","SUBA","BOGOTA DC","2017/04/01 13:20:00+00","4.68855346","-74.06271903"
"A001344625","10551545","2021/10/07","19:40:00","2021","OCTUBRE","JUEVES","CL 163 A A-KR 8 ","CON HERIDOS","ATROPELLO","USAQUEN","BOGOTA DC","2021/10/07 19:40:00+00","4.73932531","-74.02665824"
"A001340948","10548882","2021/09/04","10:25:00","2021","SEPTIEMBRE","SABADO","KR 10 -CL 10  S","SOLO DANOS","CHOQUE","SAN CRISTOBAL","BOGOTA DC","2021/09/04 10:25:00+00","4.58279322","-74.08917093"
"A0005116","4403785","2015/02/02","16:30:00","2015","FEBRERO","LUNES","CL 36C-KR 3B SE","SOLO DANOS","CHOQUE","SAN CRISTOBAL","BOGOTA DC","2015/02/02 16:30:00+00","4.55756853","-74.09130911"
"A000761236","4507584","2018/02/05","11:20:00","2018","FEBRERO","LUNES","KR 96H-CL 158","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2018/02/05 11:19:59+00","4.7572","-74.0837"
"A001299076","10539060","2021/05/01","8:57:00","2021","MAYO","SABADO","AC 13-KR 120","CON HERIDOS","CHOQUE","FONTIBON","BOGOTA DC","2021/05/01 08:57:00+00","4.68644099","-74.15887346"
"A000758127","4508860","2018/02/18","1:40:00","2018","FEBRERO","DOMINGO","AC 57R-KR 72 ","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2018/02/18 01:40:00+00","4.59595989","-74.16547742"
"A001390742","10562004","2022/01/22","9:10:00","2022","ENERO","SABADO","AV AVENIDA BOYACA-CL 70 BIS S","CON MUERTOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2022/01/22 09:10:00+00","4.54901062","-74.13698514"
"A001058624","10502175","2019/11/07","15:50:00","2019","NOVIEMBRE","JUEVES","CL 63-KR 30","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2019/11/07 15:49:59+00","4.6518151","-74.07707409"
"A000905970","10470027","2018/12/13","6:05:00","2018","DICIEMBRE","JUEVES","TR 79D-CL 73D S","CON HERIDOS","ATROPELLO","BOSA","BOGOTA DC","2018/12/13 06:04:59+00","4.60715618","-74.1997262"
"A000641144","4485791","2017/05/24","22:10:00","2017","MAYO","MIERCOLES","CL 127-KR 58","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2017/05/24 22:09:59+00","4.71125451","-74.0715996"
"A000343594","4439241","2016/03/11","23:30:00","2016","MARZO","VIERNES","CL 68-KR 17","CON HERIDOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2016/03/11 23:29:59+00","4.65641122","-74.0657271"
"A000641108","4486047","2017/06/28","21:56:00","2017","JUNIO","MIERCOLES","AV AVENIDA BOYACA-CL 38 S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2017/06/28 21:56:00+00","4.60963439","-74.14135347"
"A000816078","10448737","2018/05/23","7:00:00","2018","MAYO","MIERCOLES","TR 60-CL 13","CON HERIDOS","VOLCAMIENTO","SUBA","BOGOTA DC","2018/05/23 06:59:59+00","4.7246","-74.0605"
"A000972618","10485337","2019/05/21","7:30:00","2019","MAYO","MARTES","KR 45-CL 18","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2019/05/21 07:30:00+00","4.76342029","-74.04408522"
"A5826","4414646","2015/06/02","21:45:00","2015","JUNIO","MARTES","KR 87-CL 51 S","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2015/06/02 21:45:00+00","4.62696295","-74.17904948"
"A000280097","4434436","2016/01/16","16:50:00","2016","ENERO","SABADO","AK 68-CL 66","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2016/01/16 16:50:00+00","4.6717","-74.0891"
"A000197791","4410329","2015/04/16","13:50:00","2015","ABRIL","JUEVES","KR 9-CL 15","SOLO DANOS","CHOQUE","SANTA FE","BOGOTA DC","2015/04/16 13:50:00+00","4.60278666","-74.07511193"
"A15326","4427003","2015/10/20","18:15:00","2015","OCTUBRE","MARTES","KR 50-CL 57B","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2015/10/20 18:14:59+00","4.64924579","-74.08517067"
"A000872156","10462046","2018/09/28","13:10:00","2018","SEPTIEMBRE","VIERNES","CL 170-KR 49","CON HERIDOS","CHOQUE","SUBA","BOGOTA DC","2018/09/28 13:09:59+00","4.75222804","-74.04999241"
"A001234605","10531555","2021/01/05","10:40:00","2021","ENERO","MARTES","AV AVENIDA CIUDAD DE CALI-CL 151","CON HERIDOS","VOLCAMIENTO","SUBA","BOGOTA DC","2021/01/05 10:40:00+00","4.7508873","-74.09369947"
"A000648984","4487191","2017/07/11","5:20:00","2017","JULIO","MARTES","CL 72-KR 103A","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2017/07/11 05:19:59+00","4.70568419","-74.11859177"
"A001176049","10516157","2020/05/20","12:52:00","2020","MAYO","MIERCOLES","AC 26-KR 71F S","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2020/05/20 12:52:00+00","4.61736522","-74.13829766"
"A000871769","10460389","2018/09/13","12:40:00","2018","SEPTIEMBRE","JUEVES","CL 170-KR 57","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2018/09/13 12:40:00+00","4.75407325","-74.0572192"
"A846","4404429","2015/02/10","7:10:00","2015","FEBRERO","MARTES","DG 91-KR 4","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2015/02/10 07:09:59+00","4.66925252","-74.04150752"
"A10097","4418286","2015/07/15","19:25:00","2015","JULIO","MIERCOLES","AV AVENIDA CIUDAD DE VILLAVICENCIO-CL 55 S","CON HERIDOS","ATROPELLO","TUNJUELITO","BOGOTA DC","2015/07/15 19:25:00+00","4.5684","-74.1342"
"A000199200","4410668","2015/04/20","19:55:00","2015","ABRIL","LUNES","AV AVENIDA DE LAS AMERICAS-KR 78C","CON HERIDOS","ATROPELLO","KENNEDY","BOGOTA DC","2015/04/20 19:54:59+00","4.63159877","-74.1462037"
"A001393483","10565190","2022/03/08","15:35:00","2022","MARZO","MARTES","KR 1 -CL 34 ","SOLO DANOS","CHOQUE","SANTA FE","BOGOTA DC","2022/03/08 15:35:00+00","4.618","-74.061"
"A000868337","10465353","2018/10/30","8:10:00","2018","OCTUBRE","MARTES","AV AVENIDA BOYACA-CL 14","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2018/10/30 08:10:00+00","4.73747706","-74.06597546"
"A3887","4409087","2015/04/03","21:00:00","2015","ABRIL","VIERNES","KR 7-CL 52","CON MUERTOS","ATROPELLO","CHAPINERO","BOGOTA DC","2015/04/03 21:00:00+00","4.63880772","-74.06287812"
"A001032575","10492856","2019/08/07","19:44:00","2019","AGOSTO","MIERCOLES","CL 171A-KR ","CON MUERTOS","ATROPELLO","USAQUEN","BOGOTA DC","2019/08/07 19:44:00+00","4.74841943","-74.02302651"
"A001451526","10571370","2022/05/19","11:05:00","2022","MAYO","JUEVES","CL 26 -KR 110 ","SOLO DANOS","CHOQUE","FONTIBON","BOGOTA DC","2022/05/19 11:05:00+00","4.694","-74.136"
"A001296438","10536621","2021/03/25","14:30:00","2021","MARZO","JUEVES","AV AVENIDA DE LAS AMERICAS-KR 71","SOLO DANOS","CHOQUE","KENNEDY","BOGOTA DC","2021/03/25 14:29:59+00","4.6297108","-74.13296387"
"A000763824","4513961","2018/04/08","21:04:00","2018","ABRIL","DOMINGO","AK 72-CL 74","CON HERIDOS","CHOQUE","ENGATIVA","BOGOTA DC","2018/04/08 21:04:00+00","4.68977526","-74.09335363"
"A001348152","10556027","2021/11/16","13:00:00","2021","NOVIEMBRE","MARTES","CL 57 R  S- KR 73 B ","SOLO DANOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2021/11/16 12:59:59+00","4.59578876","-74.17059493"
"A19973","4466484","2016/12/05","8:00:00","2016","DICIEMBRE","LUNES","KR 19-CL 67","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2016/12/05 08:00:00+00","4.65630601","-74.06689009"
"A001298715","10538782","2021/04/27","20:30:00","2021","ABRIL","MARTES","CL 52 S- KR 12","CON HERIDOS","CHOQUE","TUNJUELITO","BOGOTA DC","2021/04/27 20:29:59+00","4.56128409","-74.12512276"
"A000762547","4512480","2018/03/22","19:20:00","2018","MARZO","JUEVES","AV AVENIDA CARACAS-CL 74C S","CON HERIDOS","CAIDA DE OCUPANTE","USME","BOGOTA DC","2018/03/22 19:20:00+00","4.51514154","-74.11652247"
"A001301865","10543135","2021/06/24","14:40:00","2021","JUNIO","JUEVES","KR 68 H -CL 71 ","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2021/06/24 14:40:00+00","4.67990411","-74.08897465"
"A001516169","10582909","2022/10/20","9:57:00","2022","OCTUBRE","JUEVES","KR 19 A -CL 23 ","SOLO DANOS","CHOQUE","LOS MARTIRES","BOGOTA DC","2022/10/20 09:57:00+00","4.617","-74.079"
"A000644131","4493660","2017/09/14","14:30:00","2017","SEPTIEMBRE","JUEVES","CL 72-KR 26","CON HERIDOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2017/09/14 14:29:59+00","4.66376397","-74.06801539"
"A000406018","4451037","2016/07/10","13:30:00","2016","JULIO","DOMINGO","KR 13-CL 57","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2016/07/10 13:30:00+00","4.64404667","-74.064435"
"A000404403","4449973","2016/06/29","7:00:00","2016","JUNIO","MIERCOLES","KR 7-CL 127","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2016/06/29 06:59:59+00","4.70210322","-74.02867819"
"A000972007","10484970","2019/05/17","7:10:00","2019","MAYO","VIERNES","CL 22-KR 8 ","CON HERIDOS","CHOQUE","SAN CRISTOBAL","BOGOTA DC","2019/05/17 07:09:59+00","4.57425686","-74.09312458"
"A19710","4466103","2016/12/03","16:57:00","2016","DICIEMBRE","SABADO","CL 42-KR 51B","CON HERIDOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2016/12/03 16:57:00+00","4.5953844","-74.13160338"
"A001239653","10531871","2021/01/30","19:43:00","2021","ENERO","SABADO","AV AVENIDA DE LAS AMERICAS-KR 50","CON HERIDOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2021/01/30 19:43:00+00","4.62804329","-74.10855856"
"A000818474","10452893","2018/06/23","11:44:00","2018","JUNIO","SABADO","CL 140-KR 7BI","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2018/06/23 11:44:00+00","4.71638516","-74.02933615"
"A001127492","10508094","2020/01/12","3:00:00","2020","ENERO","DOMINGO","AV AVENIDA CARACAS-CL 6","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2020/01/12 03:00:00+00","4.65485694","-74.06316765"
"A001303329","10541542","2021/06/07","14:23:00","2021","JUNIO","LUNES","CL 64 -KR 28 ","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2021/06/07 14:23:00+00","4.6575113","-74.07506332"
"A000550044","4474871","2017/03/04","17:45:00","2017","MARZO","SABADO","AV AVENIDA CIUDAD DE CALI-CL 93","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2017/03/04 17:45:00+00","4.71212816","-74.09331906"
"A001393931","10564961","2022/03/01","9:00:00","2022","MARZO","MARTES","CL 2 B -KR 39 A ","SOLO DANOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2022/03/01 09:00:00+00","4.609","-74.112"
"A000598931","4475727","2017/03/14","19:00:00","2017","MARZO","MARTES","AV AVENIDA CIUDAD DE CALI-CL 57B S","SOLO DANOS","CHOQUE","BOSA","BOGOTA DC","2017/03/14 18:59:59+00","4.61928645","-74.18345101"
"A000554705","4472265","2017/02/08","12:40:00","2017","FEBRERO","MIERCOLES","CL 68-KR 59","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2017/02/08 12:40:00+00","4.67080068","-74.08126875"
"A001059121","10502292","2019/11/08","4:40:00","2019","NOVIEMBRE","VIERNES","CL 38-KR 87D S","CON HERIDOS","CHOQUE","KENNEDY","BOGOTA DC","2019/11/08 04:40:00+00","4.63715776","-74.16492422"
"A000819473","10452868","2018/06/30","8:10:00","2018","JUNIO","SABADO","KR 52-CL 38 ","CON HERIDOS","CHOQUE","PUENTE ARANDA","BOGOTA DC","2018/06/30 08:10:00+00","4.60120447","-74.1301762"
"A001387581","10558397","2021/12/13","5:56:00","2021","DICIEMBRE","LUNES","KR 86 -CL 75 ","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2021/12/13 05:56:00+00","4.69963495","-74.10375495"
"A000477908","4464636","2016/11/17","15:07:00","2016","NOVIEMBRE","JUEVES","CL 116-KR 7","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2016/11/17 15:07:00+00","4.69369031","-74.03364128"
"A5611","4413543","2015/05/22","6:00:00","2015","MAYO","VIERNES","KR 75-CL 60A S","CON HERIDOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2015/05/22 06:00:00+00","4.59182508","-74.17536733"
"A000599593","4475900","2017/03/16","16:10:00","2017","MARZO","JUEVES","CL 76-KR 55A","SOLO DANOS","CHOQUE","BARRIOS UNIDOS","BOGOTA DC","2017/03/16 16:09:59+00","4.67372157","-74.07455884"
"A001517557","10584363","2022/11/22","20:30:00","2022","NOVIEMBRE","MARTES","CL 145 -KR 104 ","CON HERIDOS","CAIDA DE OCUPANTE","SUBA","BOGOTA DC","2022/11/22 20:29:59+00","4.74664592","-74.09619001"
"A000817007","10449145","2018/05/28","6:35:00","2018","MAYO","LUNES","KR 70-CL 68","CON HERIDOS","ATROPELLO","ENGATIVA","BOGOTA DC","2018/05/28 06:35:00+00","4.6798108","-74.09437661"
"A000972063","10484570","2019/05/13","13:45:00","2019","MAYO","LUNES","CL 97A-KR 9","SOLO DANOS","CHOQUE","CHAPINERO","BOGOTA DC","2019/05/13 13:44:59+00","4.67992714","-74.04300199"
"A000470743","4456870","2016/09/08","7:30:00","2016","SEPTIEMBRE","JUEVES","AK 45-CL 106","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2016/09/08 07:30:00+00","4.69387615","-74.05591409"
"A000599351","4475698","2017/03/13","19:43:00","2017","MARZO","LUNES","CL 66A-KR 98","SOLO DANOS","CHOQUE","ENGATIVA","BOGOTA DC","2017/03/13 19:43:00+00","4.6959456","-74.11994821"
"A001511818","10579861","2022/09/05","7:20:00","2022","SEPTIEMBRE","LUNES","KR 9 -CL 140 ","CON MUERTOS","ATROPELLO","USAQUEN","BOGOTA DC","2022/09/05 07:20:00+00","4.718","-74.033"
"A001180871","10524079","2020/10/19","6:24:00","2020","OCTUBRE","LUNES","CL 68D-TR 7","CON HERIDOS","CHOQUE","CIUDAD BOLIVAR","BOGOTA DC","2020/10/19 06:24:00+00","4.58613196","-74.16014263"
"A000343535","4439640","2016/03/13","14:10:00","2016","MARZO","DOMINGO","KR 7B-CL 40 ES","CON HERIDOS","CHOQUE","SAN CRISTOBAL","BOGOTA DC","2016/03/13 14:10:00+00","4.55009586","-74.08965298"
"A001237819","10535759","2021/03/08","11:06:00","2021","MARZO","LUNES","KR 55 C-CL 160","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2021/03/08 11:06:00+00","4.74271792","-74.05812322"
"A001238748","10534418","2021/02/28","7:40:00","2021","FEBRERO","DOMINGO","AU NORTE-CL 198","SOLO DANOS","CHOQUE","USAQUEN","BOGOTA DC","2021/02/28 07:40:00+00","4.77661581","-74.04199789"
"A000758375","4508202","2018/02/12","5:20:00","2018","FEBRERO","LUNES","CL 139-KR 127","SOLO DANOS","CHOQUE","SUBA","BOGOTA DC","2018/02/12 05:19:59+00","4.74534862","-74.10824415"
"A000867796","10463172","2018/10/09","13:00:00","2018","OCTUBRE","MARTES","KR 10-CL ","SOLO DANOS","CHOQUE","SANTA FE","BOGOTA DC","2018/10/09 12:59:59+00","4.5954","-74.0812"
"A000763684","4513610","2018/04/02","9:00:00","2018","ABRIL","LUNES","CL 26-KR 52","SOLO DANOS","CHOQUE","TEUSAQUILLO","BOGOTA DC","2018/04/02 09:00:00+00","4.6409","-74.0755"
